Gene1	Gene2	All Pairs MedianIC With Homology	All Pairs MedianIC Without Homology	 All Pairs MedianSimJ With Homology	 All Pairs MedianSimJ Without Homology 	 Best Pairs MedianIC With Homology	 Best Pairs MedianIC Without Homology	 Best Pairs MedianSimJ With Homology	 Best Pairs MedianSimJ Without Homology
MGI:3036325	ZFIN:ZDB-GENE-070117-520	0.08	0.08	0.133333333333	0.181818181818	0.08	0.08	0.154901960784	0.181818181818
MGI:2684125	ZFIN:ZDB-GENE-040426-2281	0.08	0.08	0.217741935484	0.205128205128	0.08	0.08	0.217741935484	0.205128205128
MGI:2683163	ZFIN:ZDB-GENE-041221-3	0.08	0.08	0.29347826087	0.28125	0.12	0.12	0.437937062937	0.410786290323
MGI:2682684	ZFIN:ZDB-GENE-040426-2281	0.08	0.08	0.125	0.206896551724	0.08	0.08	0.125	0.206896551724
MGI:2682675	ZFIN:ZDB-GENE-081006-2	0.08	0.08	0.208333333333	0.212903225806	0.1175	0.1175	0.232743818681	0.272702702703
MGI:2682675	ZFIN:ZDB-GENE-070117-811	0.08	0.08	0.245689655172	0.251124437781	0.0925	0.0925	0.258132183908	0.315217391304
MGI:2669902	ZFIN:ZDB-GENE-070117-674	0.08	0.08	0.225806451613	0.222222222222	0.08	0.08	0.240897126563	0.246621621622
MGI:2669902	ZFIN:ZDB-GENE-030131-5161	0.08	0.08	0.245454545455	0.239130434783	0.08	0.08	0.293154761905	0.299007444169
MGI:2664139	ZFIN:ZDB-GENE-070117-2358	0.08	0.08	0.233293377285	0.227142857143	0.12	0.12	0.357387429383	0.337709359606
MGI:2664137	ZFIN:ZDB-GENE-070117-1464	0.08	0.08	0.197123631086	0.176638176638	0.08	0.08	0.211769362713	0.190883190883
